图片链接,,谣言内容,谣言来源,发布时间
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/264.jpg,3471,牛仔裤可以好几年不洗？当心“养”出不必要的疾病,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/265.jpg,3472,夏至的意思是夏天到了？原来这是一种误解,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/266.jpg,3473,被误吞的口香糖会黏住肠子？说法过于耸人听闻,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/267.jpg,3474,在加湿器中加自来水等于吸雾霾？二者不能划等号,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/268.jpg,3475,节能灯泡竟是超级癌源？别让伪科学骗了你,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/269.jpg,3476,骨质增生患者不能补钙？医生：完全可以,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/270.jpg,3477,“零甲醛”等于没甲醛？这种望文生义不可取,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/237.png,3478,手机软件可发出声波驱蚊？效果微乎其微,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/238.png,3479,心电图正常就能排除心绞痛？专家：不科学,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/239.png,3480,O型血患阳痿的概率低？血型与健康的相关性暂无定论,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/240.png,3481,“神器”代餐品只够生存底线 盲目食用或可致厌食症,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/241.png,3482,吃菠萝吃出肾衰竭？菠萝表示：请不要黑优秀的我,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/242.png,3483,坚持素食能保持健康年轻？小心缺乏蛋白质加速衰老,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/243.png,3484,早烧不出门，晚烧行千里：为你科学解读火烧云,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/244.png,3485,放在车内的矿泉水有毒？虽无毒却不应长期放置,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/245.png,3486,夏练三伏好处多？好处不少却也要适可而止,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/246.png,3487,喝白酒对治愈痛风有好处？痛风患者应不喝为妙,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/247.png,3488,喝骨头汤能促进骨折愈合？专家表示：无此功效,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/248.png,3489,吃杨梅不吐核能解毒？小心“吃出”肠梗阻,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/249.png,3490,吃肝就能补肝？管好自己的嘴才是最好的护肝药,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/250.png,3491,小龙虾与哈夫病有关？两者不存在必然联系,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/251.jpg,3492,花露水里含农药？虽有农药但却可以安心使用,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/252.jpg,3493,多用双眼皮贴就能变双眼皮？徒劳无功还有安全隐患,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/253.png,3494,臭豆腐用屎做配料、咬破舌头患癌？6月真相来辟谣,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/254.jpg,3495,睡前小酌可助眠？“老酒民”这次可能真的错了,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/255.jpg,3496,掐人中能唤醒昏倒的人？不仅无效还会造成致命错误,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/256.jpg,3497,维生素B1是驱蚊妙招？并不能使蚊子“望而却步”,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/217.png,3498,喝自制水果酵素养颜又减肥？想减肥不如多运动,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/218.png,3499,食用猪油会危害健康？重点还在于日常食用量,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/219.png,3500,大蒜和冰箱就能检测地沟油？并无科学根据,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/220.png,3501,多喝水能把肾结石排下去吗？多喝水只能预防肾结石,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/221.png,3502,中暑后喝藿香正气水？或致重度中暑者病情加重,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/222.png,3503,“吓一跳”真的能治打嗝吗？只适用于一过性呃逆,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/223.png,3504,世上有种“聪明药”？让人兴奋而并非变聪明,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/224.png,3505,热苦瓜水能抗癌、面粉含塑化剂？七月真相来辟谣,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/225.png,3506,抗盐碱水稻能把大海变粮仓？只是不惧短期海水浸泡,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/226.png,3507,“高氧水”真的可以预防高原反应么？并无此效果,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/227.png,3508,功效牙膏的作用真有那么大？刷牙方法才是关键,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/228.png,3509,刮痧越用力越好？用力刮痧小心刮出健康隐患,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/229.png,3510,游泳时划水越来越吃力？小心游泳肩找上你,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/230.png,3511,喝醋可以软化血管？这种说法并不靠谱,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/231.png,3512,还在争做“步数达人”？步行运动并非越多越好,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/232.png,3513,黄鳝是吃避孕药长大的？这种说法并无科学依据,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/233.png,3514,"""生酮饮食""能""饿""死癌细胞？效果和安全性待验证",科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/234.png,3515,空调只要不制冷就是因为缺氟了？事实并非如此,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/235.png,3516,水果煮熟后会损失营养？维C含量低的水果并不会,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/236.png,3517,西瓜和桃子一起吃会中毒？并不会产生“食物相克”,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/209.png,3518,蘑菇不能和茄子或小米同吃？此说法缺乏科学依据,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/210.png,3519,困了累了来一瓶 能量饮料真的能提神抗疲劳吗？,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/211.png,3520,喝汽水引发骨质疏松？饮用过多汽水才有此风险,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/212.png,3521,榴莲配牛奶会使人中毒？“食物相克论”不可信,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/213.png,3522,蜂只能蜇人一次？专家：因蜂而异，多数蜂并非如此,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/214.png,3523,“30天速成”的18元烤鸭到底能不能吃？真相来了,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/215.png,3524,长期喝纯净水会导致缺钙？主要原因还在饮食,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/216.png,3525,胡子会越刮越粗吗？只是摸起来的错觉而已,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/197.png,3526,蜂蜜可润肠通便、枇杷新叶有毒？8月《真相》如是说,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/198.jpg,3527,冰淇淋不易融化是因为添加剂多？事实并非如此,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/199.jpg,3528,宝宝说话晚是因为舌根短？并没有太直接关系,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/200.png,3529,全身麻醉会影响孩子智力？这一说法过于片面,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/201.png,3530,卫生纸还能做馒头？这种谣言千万别再相信了,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/203.png,3532,雪糕化了又冻含“可溶性毒蛋白”?其实是细菌在作怪,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/204.png,3533,金鱼能检测出茶叶中的农残？这类"简易实验"不可信,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/205.png,3534,“吐白沫”是注射了添加剂？其实西瓜的伤你没看到,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/206.png,3535,枇杷新叶有毒？医学古籍并无记载且不可直接入药,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/207.png,3536,维生素C能抗感冒？只是能缩短感冒病程,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/208.jpg,3537,吃低钠盐易患高钾血症？专家：大部分人可以放心食用,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/177.jpg,3538,面条里有添加剂黄原胶不敢吃？黄原胶对人体无害,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/178.jpg,3539,家用甲醛检测设备靠谱吗？检测数据可能并不准确,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/179.jpg,3540,所有水果都可以放入冰箱？未熟透、热带水果都不成,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/180.jpg,3541,补充蛋白质依赖蛋白粉？过量或对身体造成负担,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/181.jpg,3542,将电脑桌面设置为绿色可护眼？只能起到放松作用,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/182.jpg,3543,长期饮用纯净水会导致钙流失？专家：不科学,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/183.jpg,3544,用花椒水泡脚能驱寒？有效果但并非人人适宜,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/184.jpg,3545,荔枝被药水泡过会引发手足口病？与药水没有关系,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/185.jpg,3546,吃低钠盐引发高钾血症？健康人群完全不必担忧,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/186.jpg,3547,多吃猪蹄补充胶原蛋白？效果不如口服胶原蛋白类产品,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/187.jpg,3548,晨起空腹喝水有益健康？有些人群并不适合,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/188.jpg,3549,躺在热石头上就是"热石疗法"？祛湿养身要用对方法,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/189.jpg,3550,人人都能吃富含膳食纤维的粗粮？这几类人并不适合,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/190.jpg,3551,含乳饮料可以代替牛奶？幼儿长期饮用恐伤身,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/191.jpg,3552,神奇的止痒药真有那么神奇？事实并非如此,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/192.jpg,3553,吃醋不仅软化血管和鱼刺还养生？没有那么神,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/193.jpg,3554,食盐中有亚铁氰化钾？并不会危害人体健康,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/194.jpg,3555,喝醉酒后运动出汗能醒酒？小心酒没有醒还伤了身,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/195.jpg,3556,多看绿色可以缓解眼疲劳？专家：假的！,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/196.png,3557,食品的保质期越长防腐剂就越多？两者并无必然关系,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/157.jpg,3558,给妈妈扎针可治孩子病痛？“量子针灸”尚有争议,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/158.jpg,3559,喝久煮的火锅汤可致中毒？不会引发中毒但有损健康,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/159.jpg,3560,红糖、红枣真的能补血吗？效果其实并不理想,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/160.jpg,3561,健身减肥不能吃主食？适当吃可帮助消耗脂肪,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/162.jpg,3563,喝柠檬水就能美白祛斑吗？这个方法不靠谱,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/163.jpg,3564,手机APP能避孕？计算出来的安全期并不安全,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/165.jpg,3566,吃鳕鱼导致胃痉挛？你吃到的可能是“假”鳕鱼,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/166.jpg,3567,藿香正气水敷肚脐可以治发烧？别再用它来退烧了,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/167.jpg,3568,迷你蔬菜的营养价值跟个头一样“迷你”？恰恰相反,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/168.jpg,3569,“朋克养生”真的有用吗？可能只是自我安慰,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/169.jpg,3570,吃辣发汗可祛湿？这些祛湿误区千万别“中招”,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/170.jpg,3571,烤冷面筋道是因为加了硼砂？可能性极小但仍需注意,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/171.jpg,3572,不敢再买“甲醛白菜”了？这类白菜不足以影响健康,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/172.jpg,3573,吃撑了喝酸奶有助消化？反而可能导致肥胖,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/173.jpg,3574,得了脂肪肝就要快速减肥？小心对肝脏更不利,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/174.jpg,3575,果汁富含维生素？看完这篇后别再给孩子瞎喝了,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/175.jpg,3576,足贴可助人体排毒、排脂？只是商家噱头而已,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/176.jpg,3577,食用加工肉制品易患躁狂症？暂无明确证据证明,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/137.jpg,3578,草莓因农药残留严重或成最脏水果？无需过度恐慌,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/138.jpg,3579,生虫的大米还能吃吗？只要不发霉处理后可食用,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/139.jpg,3580,头屑越去越多？你以为的去屑好方法可能都是误区,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/140.jpg,3581,坐月子不能吃水果？适当吃可补充营养但不宜贪多,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/141.jpg,3582,通过喝尿来养生？中西医都表示这个方法不可取,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/142.jpg,3583,螃蟹和柿子同食会导致腹痛？如果吃涩柿子还真会,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/143.jpg,3584,“卵巢保养”让你变回少女？这种做法缺乏科学依据,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/144.jpg,3585,孕期吃山楂会导致孕妇流产？虽是谣言却也不能多吃,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/145.jpg,3586,减肥咖啡帮你轻松瘦身？当心没减成肥还丢了健康,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/146.jpg,3587,吃了催熟的西红柿对身体有害？只是口感有异而已,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/147.jpg,3588,听说捏鼻梁可以变“高鼻梁”？该说法缺乏科学依据,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/148.jpg,3589,商家给螃蟹“打针”来保鲜、增重？此举得不偿失,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/149.jpg,3590,吃蟹黄、蟹膏有致癌风险？来源正规便无需过多担心,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/150.jpg,3591,柚子皮、醋可除甲醛？不仅没效果还可能适得其反,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/151.jpg,3592,网红祛疤膏有奇效？不能祛疤且有致聋风险,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/154.jpg,3595,透明袋装奶更新鲜、更安全、更营养？事实并非如此,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/155.jpg,3596,甲醛超标就一定会导致白血病？结论过于片面,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/156.jpg,3597,奶茶真的正在“毁掉”年轻人健康吗？言过其实,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/118.jpg,3599,“吃素”真的更健康吗？教你做一个合格的素食者,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/119.jpg,3600,敷完面膜用不用洗脸？需要根据面膜种类进行判断,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/120.jpg,3601,枸杞的营养价值不如草莓？单一成分比较不足以定论,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/121.jpg,3602,经常吃醋会引起骨质疏松？非但不会还能预防,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/122.jpg,3603,消毒就是灭菌、消毒剂越浓越好？这些误区你得注意,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/123.jpg,3604,咽喉干燥来点秋梨膏？食用不当可能加重病情,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/124.jpg,3605,一瓶可乐也能灭火？并非适用于所有类型的火灾,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/125.jpg,3606,用促干剂制成的葡萄干有安全隐患？纯属谣言别轻信,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/126.jpg,3607,功效型牙膏含有止血“处方药”？其实是误解,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/127.jpg,3608,个儿大的草莓会导致儿童性早熟、肥胖？实属多虑,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/128.jpg,3609,淘米水洗脸能美白？不仅没用还可能给皮肤带来伤害,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/129.jpg,3610,葡萄上的白霜是农药？其实是葡萄的“保护神”,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/130.jpg,3611,常温酸奶不含乳酸菌营养低？实与低温酸奶相差不大,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/131.png,3612,维生素C治感冒、喝醋能软化血管？看10月真相来辟谣,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/132.jpg,3613,“溏心蛋”更有营养？既不利于人体吸收也不卫生,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/133.jpg,3614,激光美容会令皮肤变薄？正规操作不会出现问题,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/134.jpg,3615,莲藕变色了还能吃吗？没有腐烂就可放心食用,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/135.jpg,3616,关节炎是冻出来的？受凉导致的疼痛只是病发表现,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/136.jpg,3617,穿雪地靴会导致残疾？说法不可信但仍需谨慎,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/98.jpg,3619,臭豆腐里并没有“屎” 卤汁才是“臭味之源”,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/99.jpg,3620,足贴一黑你就在排毒？小心这是商家的“障眼法”,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/100.jpg,3621,食盐含亚铁氰化钾不可食用？专家：属合法添加剂,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/101.jpg,3622,日常喝牛奶会致癌？莫因误读研究结果引起恐慌,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/102.jpg,3623,体质真的分酸碱？别小瞧了人体自身的平衡能力,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/103.jpg,3624,常吃米饭会诱发糖尿病？两者并无直接相关性,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/104.jpg,3625,“神药”可令人青春永驻？专家：过于夸张离谱,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/105.jpg,3626,味精加热超过100℃会致癌？只是没有鲜味而已,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/106.jpg,3627,啤酒肚就是喝啤酒造成的吗？别再被它的名字欺骗,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/109.jpg,3630,神奇“火疗”治百病？ 一起来听听中医专家如何解释,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/111.jpg,3632,空心菜竟然是“毒中之王”？别被谣言欺骗了,科普中国-科学为你解疑释惑,2019/9/24
https://pqnoss.kepuchina.cn/piyao/image/2019/09/24/c/112.jpg,3633,宝宝头大很聪明？不仅没关联还可能是疾病信号,科普中国-科学为你解疑释惑,2019/9/24
